Player_ID,Player,Display_Name,Player_Slug,NBA_Player_ID,Headshot_URL,Headshot_Source,Headshot_Status,Acquisition_Need,HTTP_Status,Content_Type,Verification_Status,Qualified_Profile,Qualified_Seasons
P002254,Jeff Cross,Jeff Cross,jeff-cross,76476.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76476.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002255,Jeff Dowtin Jr.,Jeff Dowtin Jr.,jeff-dowtin-jr,1630288.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630288.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002256,Jeff Foote,Jeff Foote,jeff-foote,202880.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202880.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002257,Jeff Foster,Jeff Foster,jeff-foster,1902.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1902.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002258,Jeff Grayer,Jeff Grayer,jeff-grayer,81.0,https://cdn.nba.com/headshots/nba/latest/1040x760/81.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002259,Jeff Green,Jeff Green,jeff-green,201145.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201145.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002260,Jeff Halliburton,Jeff Halliburton,jeff-halliburton,76923.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76923.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002261,Jeff Hornacek,Jeff Hornacek,jeff-hornacek,204.0,https://cdn.nba.com/headshots/nba/latest/1040x760/204.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002262,Jeff Judkins,Jeff Judkins,jeff-judkins,77215.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77215.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002263,Jeff Lamp,Jeff Lamp,jeff-lamp,77332.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77332.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002264,Jeff Lebo,Jeff Lebo,jeff-lebo,77354.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77354.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002265,Jeff Malone,Jeff Malone,jeff-malone,117.0,https://cdn.nba.com/headshots/nba/latest/1040x760/117.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002266,Jeff Martin,Jeff Martin,jeff-martin,77474.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77474.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002267,Jeff McInnis,Jeff McInnis,jeff-mcinnis,976.0,https://cdn.nba.com/headshots/nba/latest/1040x760/976.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002268,Jeff Mullins,Jeff Mullins,jeff-mullins,77662.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77662.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002269,Jeff Nordgaard,Jeff Nordgaard,jeff-nordgaard,999.0,https://cdn.nba.com/headshots/nba/latest/1040x760/999.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002270,Jeff Ruland,Jeff Ruland,jeff-ruland,78041.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78041.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002271,Jeff Sanders,Jeff Sanders,jeff-sanders,1874.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1874.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002272,Jeff Sheppard,Jeff Sheppard,jeff-sheppard,1852.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1852.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002273,Jeff Slade,Jeff Slade,jeff-slade,78170.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78170.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002274,Jeff Taylor,Jeff Taylor,jeff-taylor,78299.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78299.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002275,Jeff Teague,Jeff Teague,jeff-teague,201952.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201952.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002276,Jeff Trepagnier,Jeff Trepagnier,jeff-trepagnier,2244.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2244.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002277,Jeff Turner,Jeff Turner,jeff-turner,78381.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78381.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002278,Jeff Webb,Jeff Webb,jeff-webb,78477.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78477.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002279,Jeff Webster,Jeff Webster,jeff-webster,1067.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1067.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002280,Jeff Wilkins,Jeff Wilkins,jeff-wilkins,78537.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78537.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002281,Jeff Withey,Jeff Withey,jeff-withey,203481.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203481.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002282,Jelani McCoy,Jelani McCoy,jelani-mccoy,1741.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1741.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002283,Jemerrio Jones,Jemerrio Jones,jemerrio-jones,1629203.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629203.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002284,Jerald Honeycutt,Jerald Honeycutt,jerald-honeycutt,1532.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1532.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002285,Jerami Grant,Jerami Grant,jerami-grant,203924.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203924.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002286,Jerel McNeal,Jerel McNeal,jerel-mcneal,202077.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202077.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002287,Jeremiah Fears,Jeremiah Fears,jeremiah-fears,1642847.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642847.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002288,Jeremiah Martin,Jeremiah Martin,jeremiah-martin,1629725.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629725.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002289,Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,jeremiah-robinson-earl,1630526.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630526.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002290,Jeremy Evans,Jeremy Evans,jeremy-evans,202379.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202379.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002291,Jeremy Lamb,Jeremy Lamb,jeremy-lamb,203087.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203087.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002292,Jeremy Lin,Jeremy Lin,jeremy-lin,202391.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202391.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002293,Jeremy Pargo,Jeremy Pargo,jeremy-pargo,202951.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202951.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002294,Jeremy Richardson,Jeremy Richardson,jeremy-richardson,200978.0,https://cdn.nba.com/headshots/nba/latest/1040x760/200978.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002295,Jeremy Sochan,Jeremy Sochan,jeremy-sochan,1631110.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631110.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002296,Jeremy Tyler,Jeremy Tyler,jeremy-tyler,202719.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202719.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002297,Jerian Grant,Jerian Grant,jerian-grant,1626170.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626170.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002298,Jericho Sims,Jericho Sims,jericho-sims,1630579.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630579.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002299,Jermaine Jackson,Jermaine Jackson,jermaine-jackson,1983.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1983.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002300,Jermaine O'Neal,Jermaine O'Neal,jermaine-o-neal,979.0,https://cdn.nba.com/headshots/nba/latest/1040x760/979.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002301,Jermaine Samuels,Jermaine Samuels,jermaine-samuels,1631257.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631257.png,NBA CDN,verified,none,200.0,image/webp,verified,True,0
P002302,Jermaine Taylor,Jermaine Taylor,jermaine-taylor,201966.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201966.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002303,Jermareo Davidson,Jermareo Davidson,jermareo-davidson,201176.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201176.png,NBA CDN,candidate,manual_identity_research,,,,True,0
P002304,Jerome Allen,Jerome Allen,jerome-allen,706.0,https://cdn.nba.com/headshots/nba/latest/1040x760/706.png,NBA CDN,candidate,manual_identity_research,,,,True,0
