Player_ID,Player,NBA_Player_ID,Headshot_URL,Headshot_Status,Verification_Status
P003731,Pete Maravich*,77459.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77459.png,candidate,
P003730,Pete Maravich,77459.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77459.png,candidate,
P004254,Slater Martin,77480.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77480.png,candidate,
P004255,Slater Martin*,77480.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77480.png,candidate,
P000472,Bob McAdoo*,77498.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77498.png,candidate,
P000471,Bob McAdoo,77498.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77498.png,candidate,
P001747,George McGinnis,77532.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77532.png,candidate,
P001748,George McGinnis*,77532.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77532.png,candidate,
P000072,Al McGuire,77536.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77536.png,candidate,
P000073,Al McGuire*,77536.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77536.png,candidate,
P001303,Dick McGuire*,77537.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77537.png,candidate,
P001302,Dick McGuire,77537.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77537.png,candidate,
P004675,Vern Mikkelsen,77593.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77593.png,candidate,
P004676,Vern Mikkelsen*,77593.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77593.png,candidate,
P004241,Sidney Moncrief,77626.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77626.png,candidate,
P004242,Sidney Moncrief*,77626.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77626.png,candidate,
P000663,Calvin Murphy,77669.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77669.png,candidate,
P000664,Calvin Murphy*,77669.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77669.png,candidate,
P001358,Don Nelson,77700.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77700.png,candidate,
P001359,Don Nelson*,77700.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77700.png,candidate,
P001411,Dražen Petrović,77845.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77845.png,candidate,
P001412,Dražen Petrović*,77845.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77845.png,candidate,
P000479,Bob Pettit,77847.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77847.png,candidate,
P000480,Bob Pettit*,77847.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77847.png,candidate,
P000202,Andy Phillip,77853.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77853.png,candidate,
P000203,Andy Phillip*,77853.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77853.png,candidate,
P002388,Jim Pollard,77867.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77867.png,candidate,
P002389,Jim Pollard*,77867.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77867.png,candidate,
P001632,Frank Ramsey,77907.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77907.png,candidate,
P001633,Frank Ramsey*,77907.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77907.png,candidate,
