Player_ID,Player,NBA_Player_ID,Headshot_URL,Headshot_Source,Verification_Status,Headshot_Status
P001068,Darius Johnson-Odom,203130.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203130.png,NBA CDN,,candidate
P001069,Darius Miles,2032.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2032.png,NBA CDN,,candidate
P001070,Darius Miller,203121.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203121.png,NBA CDN,,candidate
P001071,Darius Morris,202721.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202721.png,NBA CDN,,candidate
P001072,Darius Songaila,2443.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2443.png,NBA CDN,,candidate
P001073,Darius Washington,200827.0,https://cdn.nba.com/headshots/nba/latest/1040x760/200827.png,NBA CDN,,candidate
P001074,Darko Miličić,2545.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2545.png,NBA CDN,,candidate
P001075,Darnell Hillman,77028.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77028.png,NBA CDN,,candidate
P001076,Darnell Jackson,201616.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201616.png,NBA CDN,,candidate
P001077,Darnell Mee,1577.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1577.png,NBA CDN,,candidate
P001078,Darnell Valentine,78395.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78395.png,NBA CDN,,candidate
P001079,Darrall Imhoff,77093.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77093.png,NBA CDN,,candidate
P001080,Darrell Allums,76030.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76030.png,NBA CDN,,candidate
P001081,Darrell Armstrong,353.0,https://cdn.nba.com/headshots/nba/latest/1040x760/353.png,NBA CDN,,candidate
P001082,Darrell Arthur,201589.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201589.png,NBA CDN,,candidate
P001083,Darrell Elston,76667.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76667.png,NBA CDN,,candidate
P001084,Darrell Griffith,76890.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76890.png,NBA CDN,,candidate
P001085,Darrell Lockhart,77399.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77399.png,NBA CDN,,candidate
P001086,Darrell Walker,78437.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78437.png,NBA CDN,,candidate
P001087,Darren Collison,201954.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201954.png,NBA CDN,,candidate
P001088,Darren Daye,76543.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76543.png,NBA CDN,,candidate
P001089,Darren Morningstar,77644.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77644.png,NBA CDN,,candidate
P001090,Darren Tillis,78343.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78343.png,NBA CDN,,candidate
P001091,Darrick Martin,239.0,https://cdn.nba.com/headshots/nba/latest/1040x760/239.png,NBA CDN,,candidate
P001092,Darrin Hancock,241.0,https://cdn.nba.com/headshots/nba/latest/1040x760/241.png,NBA CDN,,candidate
P001093,Darrun Hilliard,1626199.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626199.png,NBA CDN,,candidate
P001094,Darryl Dawkins,76539.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76539.png,NBA CDN,,candidate
P001095,Darryl Johnson,683.0,https://cdn.nba.com/headshots/nba/latest/1040x760/683.png,NBA CDN,,candidate
P001096,Darryl Watkins,201208.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201208.png,NBA CDN,,candidate
P001097,Darvin Ham,1032.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1032.png,NBA CDN,,candidate
P001098,Darwin Cook,76435.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76435.png,NBA CDN,,candidate
P001099,Daryl Macon,1629133.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629133.png,NBA CDN,,candidate
P001100,Dave Batton,76124.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76124.png,NBA CDN,,candidate
P001101,Dave Bing,76166.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76166.png,NBA CDN,,candidate
P001102,Dave Bing*,76166.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76166.png,NBA CDN,,candidate
P001104,Dave Budd,76297.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76297.png,NBA CDN,,candidate
P001105,Dave Corzine,76453.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76453.png,NBA CDN,,candidate
P001106,Dave Cowens,76462.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76462.png,NBA CDN,,candidate
P001107,Dave Cowens*,76462.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76462.png,NBA CDN,,candidate
P001108,Dave DeBusschere,76545.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76545.png,NBA CDN,,candidate
P001109,Dave DeBusschere*,76545.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76545.png,NBA CDN,,candidate
P001110,Dave Deutsch,76560.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76560.png,NBA CDN,,candidate
P001111,Dave Fedor,76697.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76697.png,NBA CDN,,candidate
P001112,Dave Feitl,76703.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76703.png,NBA CDN,,candidate
P001113,Dave Gambee,76774.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76774.png,NBA CDN,,candidate
P001115,Dave Gunther,76906.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76906.png,NBA CDN,,candidate
P001116,Dave Henderson,76991.0,https://cdn.nba.com/headshots/nba/latest/1040x760/76991.png,NBA CDN,,candidate
P001117,Dave Hoppen,77053.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77053.png,NBA CDN,,candidate
P001118,Dave Jamerson,77114.0,https://cdn.nba.com/headshots/nba/latest/1040x760/77114.png,NBA CDN,,candidate
