Player_ID,Player,Season,SeasonEndYear,Statistic,Value,Season_Percentile
jackie-moore,Jackie Moore,1956-57,1957,2P_pct,0.4056603773584906,81.63265306122449
jim-baechtold,Jim Baechtold,1956-57,1957,2P_pct,0.3807106598984771,66.3265306122449
jim-loscutoff,Jim Loscutoff,1956-57,1957,2P_pct,0.3445945945945945,29.591836734693878
jim-paxson,Jim Paxson,1956-57,1957,2P_pct,0.2845360824742268,8.16326530612245
jim-ray,Jim Ray,1956-57,1957,2P_pct,0.1818181818181818,1.530612244897959
jim-tucker,Jim Tucker,1956-57,1957,2P_pct,0.3863636363636363,71.42857142857143
joe-graboski,Joe Graboski,1956-57,1957,2P_pct,0.3488372093023256,33.673469387755105
joe-holup,Joe Holup,1956-57,1957,2P_pct,0.3285420944558521,19.387755102040817
john-barber,John Barber,1956-57,1957,2P_pct,0.25,3.5714285714285716
johnny-mccarthy,Johnny McCarthy,1956-57,1957,2P_pct,0.3760869565217391,57.142857142857146
kenny-sears,Kenny Sears,1956-57,1957,2P_pct,0.4177831912302071,89.79591836734694
larry-costello,Larry Costello,1956-57,1957,2P_pct,0.3742454728370221,53.06122448979592
larry-foust,Larry Foust,1956-57,1957,2P_pct,0.3938411669367909,76.53061224489795
larry-hennessy,Larry Hennessy,1956-57,1957,2P_pct,0.32,15.306122448979592
lew-hitch,Lew Hitch,1956-57,1957,2P_pct,0.375,55.10204081632653
lou-tsioropoulos,Lou Tsioropoulos,1956-57,1957,2P_pct,0.30859375,12.244897959183673
maurice-stokes,Maurice Stokes,1956-57,1957,2P_pct,0.3474779823859087,31.632653061224488
med-park,Med Park,1956-57,1957,2P_pct,0.3641975308641975,45.91836734693877
mel-hutchins,Mel Hutchins,1956-57,1957,2P_pct,0.3871983210912906,72.44897959183673
nat-clifton,Nat Clifton,1956-57,1957,2P_pct,0.3765281173594132,58.16326530612245
neil-johnston,Neil Johnston,1956-57,1957,2P_pct,0.4471195184866724,98.9795918367347
norm-stewart,Norm Stewart,1956-57,1957,2P_pct,0.2666666666666666,6.122448979591836
odie-spears,Odie Spears,1956-57,1957,2P_pct,0.3157894736842105,13.775510204081632
paul-arizin,Paul Arizin,1956-57,1957,2P_pct,0.4224672639558925,91.83673469387755
paul-seymour,Paul Seymour,1956-57,1957,2P_pct,0.3235294117647059,18.367346938775512
phil-jordon,Phil Jordon,1956-57,1957,2P_pct,0.3673469387755102,47.95918367346939
ray-felix,Ray Felix,1956-57,1957,2P_pct,0.4160789844851904,88.77551020408163
red-kerr,Red Kerr,1956-57,1957,2P_pct,0.4026602176541717,79.59183673469387
red-rocha,Red Rocha,1956-57,1957,2P_pct,0.3487179487179487,32.6530612244898
richie-guerin,Richie Guerin,1956-57,1957,2P_pct,0.3676680972818312,48.97959183673469
richie-regan,Richie Regan,1956-57,1957,2P_pct,0.3294871794871795,20.408163265306122
ron-shavlik,Ron Shavlik,1956-57,1957,2P_pct,0.1818181818181818,1.530612244897959
ron-sobie,Ron Sobie,1956-57,1957,2P_pct,0.3755656108597285,56.12244897959184
si-green,Si Green,1956-57,1957,2P_pct,0.3496503496503496,35.714285714285715
slater-martin,Slater Martin,1956-57,1957,2P_pct,0.3315217391304347,22.448979591836736
slick-leonard,Slick Leonard,1956-57,1957,2P_pct,0.3494809688581315,34.69387755102041
togo-palazzi,Togo Palazzi,1956-57,1957,2P_pct,0.3677758318739054,50.0
tom-heinsohn,Tom Heinsohn,1956-57,1957,2P_pct,0.3971504897595725,77.55102040816327
tom-marshall,Tom Marshall,1956-57,1957,2P_pct,0.3435582822085889,26.53061224489796
vern-mikkelsen,Vern Mikkelsen,1956-57,1957,2P_pct,0.3770491803278688,59.183673469387756
walt-davis,Walt Davis,1956-57,1957,2P_pct,0.4073226544622426,83.6734693877551
walter-dukes,Walter Dukes,1956-57,1957,2P_pct,0.3642172523961661,46.93877551020408
whitey-skoog,Whitey Skoog,1956-57,1957,2P_pct,0.3545454545454545,40.816326530612244
willie-naulls,Willie Naulls,1956-57,1957,2P_pct,0.3573170731707317,41.83673469387755
al-bianchi,Al Bianchi,1957-58,1958,2P_pct,0.344,27.551020408163264
andy-phillip,Andy Phillip,1957-58,1958,2P_pct,0.3553113553113553,43.87755102040816
arnie-risen,Arnie Risen,1957-58,1958,2P_pct,0.3375314861460957,23.46938775510204
art-spoelstra,Art Spoelstra,1957-58,1958,2P_pct,0.3842482100238663,66.3265306122449
bill-ebben,Bill Ebben,1957-58,1958,2P_pct,0.2142857142857142,4.081632653061225
bill-russell,Bill Russell,1957-58,1958,2P_pct,0.4418604651162791,97.44897959183673
bill-sharman,Bill Sharman,1957-58,1958,2P_pct,0.4240555127216653,89.79591836734694
bill-thieben,Bill Thieben,1957-58,1958,2P_pct,0.2937062937062937,8.16326530612245
billy-kenville,Billy Kenville,1957-58,1958,2P_pct,0.3785714285714285,61.224489795918366
bo-erias,Bo Erias,1957-58,1958,2P_pct,0.3470588235294117,30.612244897959183
bob-burrow,Bob Burrow,1957-58,1958,2P_pct,0.3142857142857143,12.244897959183673
bob-cousy,Bob Cousy,1957-58,1958,2P_pct,0.3526148969889065,39.795918367346935
bob-harrison,Bob Harrison,1957-58,1958,2P_pct,0.347682119205298,32.6530612244898
bob-hopkins,Bob Hopkins,1957-58,1958,2P_pct,0.3989169675090253,77.55102040816327
bob-houbregs,Bob Houbregs,1957-58,1958,2P_pct,0.3576642335766423,46.93877551020408
bob-pettit,Bob Pettit,1957-58,1958,2P_pct,0.4097320169252468,81.63265306122449
brendan-mccann,Brendan McCann,1957-58,1958,2P_pct,0.22,5.1020408163265305
carl-braun,Carl Braun,1957-58,1958,2P_pct,0.418467583497053,87.75510204081633
charlie-tyra,Charlie Tyra,1957-58,1958,2P_pct,0.3571428571428571,45.91836734693877
chuck-noble,Chuck Noble,1957-58,1958,2P_pct,0.3311148086522462,18.367346938775512
chuck-share,Chuck Share,1957-58,1958,2P_pct,0.3963302752293578,72.44897959183673
cliff-hagan,Cliff Hagan,1957-58,1958,2P_pct,0.4431718061674009,98.9795918367347
clyde-lovellette,Clyde Lovellette,1957-58,1958,2P_pct,0.4409090909090909,95.91836734693878
corky-devlin,Corky Devlin,1957-58,1958,2P_pct,0.3476482617586912,31.632653061224488
dave-piontek,Dave Piontek,1957-58,1958,2P_pct,0.3778337531486146,60.204081632653065
dick-atha,Dick Atha,1957-58,1958,2P_pct,0.3617021276595745,52.04081632653061
dick-duckett,Dick Duckett,1957-58,1958,2P_pct,0.3417721518987341,25.510204081632654
dick-garmaker,Dick Garmaker,1957-58,1958,2P_pct,0.3947368421052631,71.42857142857143
dick-mcguire,Dick McGuire,1957-58,1958,2P_pct,0.3731617647058823,57.142857142857146
dick-ricketts,Dick Ricketts,1957-58,1958,2P_pct,0.3237951807228915,15.306122448979592
dick-schnittker,Dick Schnittker,1957-58,1958,2P_pct,0.3585434173669468,47.95918367346939
dolph-schayes,Dolph Schayes,1957-58,1958,2P_pct,0.3984910836762688,76.53061224489795
doug-bolstorff,Doug Bolstorff,1957-58,1958,2P_pct,0.4,79.59183673469387
earl-lloyd,Earl Lloyd,1957-58,1958,2P_pct,0.3314763231197771,19.387755102040817
ed-conlin,Ed Conlin,1957-58,1958,2P_pct,0.3911060433295324,68.36734693877551
ed-fleming,Ed Fleming,1957-58,1958,2P_pct,0.3450381679389313,28.571428571428573
ed-macauley,Ed Macauley,1957-58,1958,2P_pct,0.4277588168373151,91.83673469387755
ernie-beck,Ernie Beck,1957-58,1958,2P_pct,0.3982430453879941,75.51020408163265
frank-ramsey,Frank Ramsey,1957-58,1958,2P_pct,0.4188888888888888,88.77551020408163
frank-selvy,Frank Selvy,1957-58,1958,2P_pct,0.2634730538922156,7.142857142857143
gene-shue,Gene Shue,1957-58,1958,2P_pct,0.3841131664853101,65.3061224489796
george-brown,George Brown,1957-58,1958,2P_pct,0.0,1.0204081632653061
george-dempsey,George Dempsey,1957-58,1958,2P_pct,0.360128617363344,50.0
george-king,George King,1957-58,1958,2P_pct,0.3643410852713178,54.08163265306123
george-yardley,George Yardley,1957-58,1958,2P_pct,0.4144088669950739,85.71428571428571
guy-sparrow,Guy Sparrow,1957-58,1958,2P_pct,0.3794749403341289,63.265306122448976
harry-gallatin,Harry Gallatin,1957-58,1958,2P_pct,0.3786191536748329,62.244897959183675
hot-rod-hundley,Hot Rod Hundley,1957-58,1958,2P_pct,0.3175182481751825,14.285714285714286
jack-coleman,Jack Coleman,1957-58,1958,2P_pct,0.4125,83.6734693877551
jack-george,Jack George,1957-58,1958,2P_pct,0.3700159489633174,56.12244897959184
jack-mcmahon,Jack McMahon,1957-58,1958,2P_pct,0.3004172461752434,9.183673469387756
jack-nichols,Jack Nichols,1957-58,1958,2P_pct,0.3512396694214876,37.755102040816325
jack-twyman,Jack Twyman,1957-58,1958,2P_pct,0.4523346303501945,100.0
jerry-paulson,Jerry Paulson,1957-58,1958,2P_pct,0.3478260869565217,33.673469387755105
jim-krebs,Jim Krebs,1957-58,1958,2P_pct,0.3776091081593928,59.183673469387756
jim-loscutoff,Jim Loscutoff,1957-58,1958,2P_pct,0.3548387096774194,41.83673469387755
jim-paxson,Jim Paxson,1957-58,1958,2P_pct,0.352112676056338,38.775510204081634
jim-walsh,Jim Walsh,1957-58,1958,2P_pct,0.1851851851851851,3.061224489795918
joe-graboski,Joe Graboski,1957-58,1958,2P_pct,0.3352999016715831,21.428571428571427
joe-holup,Joe Holup,1957-58,1958,2P_pct,0.3273381294964029,16.3265306122449
kenny-sears,Kenny Sears,1957-58,1958,2P_pct,0.4388560157790927,94.89795918367346
larry-costello,Larry Costello,1957-58,1958,2P_pct,0.4256756756756756,90.81632653061224
larry-foust,Larry Foust,1957-58,1958,2P_pct,0.3981670061099796,74.48979591836735
larry-friend,Larry Friend,1957-58,1958,2P_pct,0.3274336283185841,17.346938775510203
lennie-rosenbluth,Lennie Rosenbluth,1957-58,1958,2P_pct,0.3433962264150943,26.53061224489796
lou-tsioropoulos,Lou Tsioropoulos,1957-58,1958,2P_pct,0.3173076923076923,13.26530612244898
maurice-stokes,Maurice Stokes,1957-58,1958,2P_pct,0.3505503810330229,36.734693877551024
mccoy-ingram,McCoy Ingram,1957-58,1958,2P_pct,0.2621359223300971,6.122448979591836
med-park,Med Park,1957-58,1958,2P_pct,0.3663911845730027,55.10204081632653
mel-hutchins,Mel Hutchins,1957-58,1958,2P_pct,0.3893129770992366,67.34693877551021
monk-meineke,Monk Meineke,1957-58,1958,2P_pct,0.3561253561253561,44.89795918367347
nat-clifton,Nat Clifton,1957-58,1958,2P_pct,0.3634840871021775,53.06122448979592
neil-johnston,Neil Johnston,1957-58,1958,2P_pct,0.4292196007259528,93.87755102040816
pat-dunn,Pat Dunn,1957-58,1958,2P_pct,0.3111111111111111,10.204081632653061
paul-arizin,Paul Arizin,1957-58,1958,2P_pct,0.3930024410089504,69.38775510204081
paul-seymour,Paul Seymour,1957-58,1958,2P_pct,0.3396825396825397,24.489795918367346
phil-jordon,Phil Jordon,1957-58,1958,2P_pct,0.4132762312633833,84.6938775510204
ray-felix,Ray Felix,1957-58,1958,2P_pct,0.4418604651162791,97.44897959183673
ray-radziszewski,Ray Radziszewski,1957-58,1958,2P_pct,0.0,1.0204081632653061
red-kerr,Red Kerr,1957-58,1958,2P_pct,0.3990196078431373,78.57142857142857
red-morrison,Red Morrison,1957-58,1958,2P_pct,0.3461538461538461,29.591836734693878
richie-guerin,Richie Guerin,1957-58,1958,2P_pct,0.3535457348406988,40.816326530612244
richie-regan,Richie Regan,1957-58,1958,2P_pct,0.3550087873462214,42.857142857142854
ron-shavlik,Ron Shavlik,1957-58,1958,2P_pct,0.0,1.0204081632653061
ron-sobie,Ron Sobie,1957-58,1958,2P_pct,0.4025974025974026,80.61224489795919
sam-jones,Sam Jones,1957-58,1958,2P_pct,0.4291845493562232,92.85714285714286
slater-martin,Slater Martin,1957-58,1958,2P_pct,0.3359375,22.448979591836736
slick-leonard,Slick Leonard,1957-58,1958,2P_pct,0.3350125944584383,20.408163265306122
togo-palazzi,Togo Palazzi,1957-58,1958,2P_pct,0.3937823834196891,70.40816326530613
tom-gola,Tom Gola,1957-58,1958,2P_pct,0.4149085794655415,86.73469387755102
tom-heinsohn,Tom Heinsohn,1957-58,1958,2P_pct,0.3817292006525285,64.28571428571429
tom-marshall,Tom Marshall,1957-58,1958,2P_pct,0.3132530120481928,11.224489795918368
vern-mikkelsen,Vern Mikkelsen,1957-58,1958,2P_pct,0.4102803738317757,82.65306122448979
walt-davis,Walt Davis,1957-58,1958,2P_pct,0.3483606557377049,34.69387755102041
walter-dukes,Walter Dukes,1957-58,1958,2P_pct,0.3492462311557789,35.714285714285715
willie-naulls,Willie Naulls,1957-58,1958,2P_pct,0.3969722455845248,73.46938775510205
win-wilfong,Win Wilfong,1957-58,1958,2P_pct,0.3609576427255985,51.02040816326531
woody-sauldsberry,Woody Sauldsberry,1957-58,1958,2P_pct,0.3595194085027726,48.97959183673469
worthy-patterson,Worthy Patterson,1957-58,1958,2P_pct,0.375,58.16326530612245
al-bianchi,Al Bianchi,1958-59,1959,2P_pct,0.376984126984127,45.05494505494506
al-ferrari,Al Ferrari,1958-59,1959,2P_pct,0.348051948051948,17.582417582417584
andy-johnson,Andy Johnson,1958-59,1959,2P_pct,0.3733905579399141,41.75824175824176
archie-dees,Archie Dees,1958-59,1959,2P_pct,0.3558718861209964,26.373626373626372
barney-cable,Barney Cable,1958-59,1959,2P_pct,0.3412698412698413,13.186813186813186
bennie-swain,Bennie Swain,1958-59,1959,2P_pct,0.4057377049180328,72.52747252747253
bill-russell,Bill Russell,1958-59,1959,2P_pct,0.4573721163490471,95.6043956043956
bill-sharman,Bill Sharman,1958-59,1959,2P_pct,0.4081336238198983,73.62637362637362
bob-cousy,Bob Cousy,1958-59,1959,2P_pct,0.3841269841269841,49.45054945054945
bob-hopkins,Bob Hopkins,1958-59,1959,2P_pct,0.4026186579378069,70.32967032967034
bob-pettit,Bob Pettit,1958-59,1959,2P_pct,0.4384146341463414,89.01098901098901
boo-ellis,Boo Ellis,1958-59,1959,2P_pct,0.4300791556728232,84.61538461538461
brendan-mccann,Brendan McCann,1958-59,1959,2P_pct,0.0,0.0
bucky-bockhorn,Bucky Bockhorn,1958-59,1959,2P_pct,0.3813229571984435,48.35164835164835
carl-braun,Carl Braun,1958-59,1959,2P_pct,0.4195906432748538,76.92307692307692
charlie-tyra,Charlie Tyra,1958-59,1959,2P_pct,0.396039603960396,65.93406593406593
chuck-noble,Chuck Noble,1958-59,1959,2P_pct,0.3375,10.989010989010989
chuck-share,Chuck Share,1958-59,1959,2P_pct,0.3858267716535433,51.64835164835165
cliff-hagan,Cliff Hagan,1958-59,1959,2P_pct,0.4558927311220889,94.50549450549451
clyde-lovellette,Clyde Lovellette,1958-59,1959,2P_pct,0.4542372881355932,93.4065934065934
connie-dierking,Connie Dierking,1958-59,1959,2P_pct,0.3620689655172414,34.065934065934066
dave-gambee,Dave Gambee,1958-59,1959,2P_pct,1.0,99.45054945054945
dave-piontek,Dave Piontek,1958-59,1959,2P_pct,0.3751537515375154,43.956043956043956
dick-farley,Dick Farley,1958-59,1959,2P_pct,0.3950892857142857,63.73626373626374
dick-garmaker,Dick Garmaker,1958-59,1959,2P_pct,0.3954802259887006,64.83516483516483
dick-mcguire,Dick McGuire,1958-59,1959,2P_pct,0.427255985267035,80.21978021978022
dolph-schayes,Dolph Schayes,1958-59,1959,2P_pct,0.3865030674846625,52.747252747252745
earl-lloyd,Earl Lloyd,1958-59,1959,2P_pct,0.3492537313432836,18.681318681318682
ed-conlin,Ed Conlin,1958-59,1959,2P_pct,0.3692480359147025,36.26373626373626
ed-fleming,Ed Fleming,1958-59,1959,2P_pct,0.386634844868735,53.84615384615385
ed-macauley,Ed Macauley,1958-59,1959,2P_pct,0.2933333333333333,2.197802197802198
elgin-baylor,Elgin Baylor,1958-59,1959,2P_pct,0.4082321187584345,74.72527472527473
ernie-beck,Ernie Beck,1958-59,1959,2P_pct,0.3899521531100478,57.142857142857146
frank-ramsey,Frank Ramsey,1958-59,1959,2P_pct,0.3780848963474827,47.252747252747255
frank-selvy,Frank Selvy,1958-59,1959,2P_pct,0.3851239669421488,50.54945054945055
gene-conley,Gene Conley,1958-59,1959,2P_pct,0.3282442748091603,8.791208791208792
gene-shue,Gene Shue,1958-59,1959,2P_pct,0.3876357560568086,56.043956043956044
george-dempsey,George Dempsey,1958-59,1959,2P_pct,0.427906976744186,81.31868131868131
george-yardley,George Yardley,1958-59,1959,2P_pct,0.4280230326295585,82.41758241758242
guy-rodgers,Guy Rodgers,1958-59,1959,2P_pct,0.394392523364486,62.637362637362635
guy-sparrow,Guy Sparrow,1958-59,1959,2P_pct,0.3177339901477832,6.593406593406593
hal-greer,Hal Greer,1958-59,1959,2P_pct,0.4536082474226804,92.3076923076923
hot-rod-hundley,Hot Rod Hundley,1958-59,1959,2P_pct,0.3602225312934631,31.86813186813187
hub-reed,Hub Reed,1958-59,1959,2P_pct,0.4290220820189274,83.51648351648352
jack-george,Jack George,1958-59,1959,2P_pct,0.3456973293768546,14.285714285714286
jack-mcmahon,Jack McMahon,1958-59,1959,2P_pct,0.3583815028901734,28.571428571428573
jack-parr,Jack Parr,1958-59,1959,2P_pct,0.3550488599348534,25.274725274725274
jack-twyman,Jack Twyman,1958-59,1959,2P_pct,0.4198698994677705,78.02197802197803
jerry-bird,Jerry Bird,1958-59,1959,2P_pct,0.375,42.857142857142854
jim-krebs,Jim Krebs,1958-59,1959,2P_pct,0.3991163475699558,67.03296703296704
jim-loscutoff,Jim Loscutoff,1958-59,1959,2P_pct,0.3527696793002915,21.978021978021978
jim-palmer,Jim Palmer,1958-59,1959,2P_pct,0.4044233807266982,71.42857142857143
joe-graboski,Joe Graboski,1958-59,1959,2P_pct,0.3530465949820788,23.076923076923077
joe-holup,Joe Holup,1958-59,1959,2P_pct,0.3603448275862069,32.967032967032964
johnny-mccarthy,Johnny McCarthy,1958-59,1959,2P_pct,0.3729071537290715,39.56043956043956
k-c-jones,K.C. Jones,1958-59,1959,2P_pct,0.3385416666666667,12.087912087912088
kenny-sears,Kenny Sears,1958-59,1959,2P_pct,0.4900199600798403,97.8021978021978
larry-costello,Larry Costello,1958-59,1959,2P_pct,0.4367088607594936,87.91208791208791
larry-foust,Larry Foust,1958-59,1959,2P_pct,0.3904020752269779,59.34065934065934
larry-staverman,Larry Staverman,1958-59,1959,2P_pct,0.4697674418604651,96.7032967032967
lennie-rosenbluth,Lennie Rosenbluth,1958-59,1959,2P_pct,0.296551724137931,3.2967032967032965
lou-tsioropoulos,Lou Tsioropoulos,1958-59,1959,2P_pct,0.3157894736842105,5.4945054945054945
med-park,Med Park,1958-59,1959,2P_pct,0.4016620498614958,69.23076923076923
mike-farmer,Mike Farmer,1958-59,1959,2P_pct,0.3534136546184739,24.175824175824175
neil-johnston,Neil Johnston,1958-59,1959,2P_pct,0.3292682926829268,9.89010989010989
paul-arizin,Paul Arizin,1958-59,1959,2P_pct,0.4311050477489768,85.71428571428571
paul-seymour,Paul Seymour,1958-59,1959,2P_pct,0.3265306122448979,7.6923076923076925
pete-brennan,Pete Brennan,1958-59,1959,2P_pct,0.3023255813953488,4.395604395604396
phil-jordon,Phil Jordon,1958-59,1959,2P_pct,0.4126163391933816,75.82417582417582
phil-rollins,Phil Rollins,1958-59,1959,2P_pct,0.3593073593073593,29.67032967032967
ray-felix,Ray Felix,1958-59,1959,2P_pct,0.3714285714285714,38.46153846153846
red-kerr,Red Kerr,1958-59,1959,2P_pct,0.4407374890254609,91.20879120879121
richie-guerin,Richie Guerin,1958-59,1959,2P_pct,0.4235181644359465,79.12087912087912
ron-sobie,Ron Sobie,1958-59,1959,2P_pct,0.36,30.76923076923077
sam-jones,Sam Jones,1958-59,1959,2P_pct,0.433854907539118,86.81318681318682
shellie-mcmillon,Shellie McMillon,1958-59,1959,2P_pct,0.4394463667820069,90.10989010989012
si-green,Si Green,1958-59,1959,2P_pct,0.3518072289156626,20.87912087912088
slater-martin,Slater Martin,1958-59,1959,2P_pct,0.3470254957507082,15.384615384615385
slick-leonard,Slick Leonard,1958-59,1959,2P_pct,0.3731884057971014,40.65934065934066
steve-hamilton,Steve Hamilton,1958-59,1959,2P_pct,0.3707482993197279,37.362637362637365
togo-palazzi,Togo Palazzi,1958-59,1959,2P_pct,0.392156862745098,61.53846153846154
tom-gola,Tom Gola,1958-59,1959,2P_pct,0.4010349288486416,68.13186813186813
tom-heinsohn,Tom Heinsohn,1958-59,1959,2P_pct,0.3901006711409396,58.24175824175824
tom-marshall,Tom Marshall,1958-59,1959,2P_pct,0.2911392405063291,1.098901098901099
tommy-kearns,Tommy Kearns,1958-59,1959,2P_pct,1.0,99.45054945054945
vern-hatton,Vern Hatton,1958-59,1959,2P_pct,0.3564593301435406,27.47252747252747
vern-mikkelsen,Vern Mikkelsen,1958-59,1959,2P_pct,0.3904867256637168,60.43956043956044
walter-dukes,Walter Dukes,1958-59,1959,2P_pct,0.3517699115044247,19.78021978021978
wayne-embry,Wayne Embry,1958-59,1959,2P_pct,0.3874643874643874,54.94505494505494
willie-naulls,Willie Naulls,1958-59,1959,2P_pct,0.3777985074626865,46.15384615384615
win-wilfong,Win Wilfong,1958-59,1959,2P_pct,0.3473684210526316,16.483516483516482
woody-sauldsberry,Woody Sauldsberry,1958-59,1959,2P_pct,0.3630434782608696,35.16483516483517
al-bianchi,Al Bianchi,1959-60,1960,2P_pct,0.3663194444444444,26.53061224489796
al-ferrari,Al Ferrari,1959-60,1960,2P_pct,0.4130019120458891,66.3265306122449
andy-johnson,Andy Johnson,1959-60,1960,2P_pct,0.3780864197530864,36.734693877551024
archie-dees,Archie Dees,1959-60,1960,2P_pct,0.4392220421393841,83.6734693877551
bailey-howell,Bailey Howell,1959-60,1960,2P_pct,0.4557640750670241,90.81632653061224
barney-cable,Barney Cable,1959-60,1960,2P_pct,0.3758620689655172,33.673469387755105
bill-russell,Bill Russell,1959-60,1960,2P_pct,0.4667788057190917,94.89795918367346
bill-sharman,Bill Sharman,1959-60,1960,2P_pct,0.4563265306122449,91.83673469387755
billy-kenville,Billy Kenville,1959-60,1960,2P_pct,0.3587786259541984,22.448979591836736
bob-anderegg,Bob Anderegg,1959-60,1960,2P_pct,0.3846153846153846,42.3469387755102
bob-cousy,Bob Cousy,1959-60,1960,2P_pct,0.3835246455097907,40.816326530612244
bob-ferry,Bob Ferry,1959-60,1960,2P_pct,0.4260355029585799,75.51020408163265
bob-hopkins,Bob Hopkins,1959-60,1960,2P_pct,0.3893939393939394,47.95918367346939
bob-pettit,Bob Pettit,1959-60,1960,2P_pct,0.4384010484927916,81.63265306122449
bobby-smith,Bobby Smith,1959-60,1960,2P_pct,0.2407407407407407,4.081632653061225
boo-ellis,Boo Ellis,1959-60,1960,2P_pct,0.3459459459459459,16.3265306122449
brendan-mccann,Brendan McCann,1959-60,1960,2P_pct,0.1,1.0204081632653061
bucky-bockhorn,Bucky Bockhorn,1959-60,1960,2P_pct,0.3977832512315271,57.142857142857146
cal-ramsey,Cal Ramsey,1959-60,1960,2P_pct,0.40625,61.224489795918366
carl-braun,Carl Braun,1959-60,1960,2P_pct,0.4324734446130501,79.59183673469387
charlie-tyra,Charlie Tyra,1959-60,1960,2P_pct,0.4264705882352941,76.53061224489795
chuck-noble,Chuck Noble,1959-60,1960,2P_pct,0.3565891472868217,19.387755102040817
chuck-share,Chuck Share,1959-60,1960,2P_pct,0.390728476821192,48.97959183673469
cliff-hagan,Cliff Hagan,1959-60,1960,2P_pct,0.4641704325371207,93.87755102040816
clyde-lovellette,Clyde Lovellette,1959-60,1960,2P_pct,0.4684838160136286,95.91836734693878
connie-dierking,Connie Dierking,1959-60,1960,2P_pct,0.3650190114068441,25.510204081632654
dave-gambee,Dave Gambee,1959-60,1960,2P_pct,0.4020618556701031,60.204081632653065
dave-piontek,Dave Piontek,1959-60,1960,2P_pct,0.4010989010989011,58.16326530612245
dick-barnett,Dick Barnett,1959-60,1960,2P_pct,0.4122681883024251,65.3061224489796
dick-garmaker,Dick Garmaker,1959-60,1960,2P_pct,0.3963190184049079,54.08163265306123
dick-mcguire,Dick McGuire,1959-60,1960,2P_pct,0.445273631840796,84.6938775510204
dolph-schayes,Dolph Schayes,1959-60,1960,2P_pct,0.4013888888888889,59.183673469387756
earl-lloyd,Earl Lloyd,1959-60,1960,2P_pct,0.356390977443609,18.367346938775512
ed-conlin,Ed Conlin,1959-60,1960,2P_pct,0.3610108303249097,24.489795918367346
ed-fleming,Ed Fleming,1959-60,1960,2P_pct,0.4184397163120567,68.36734693877551
elgin-baylor,Elgin Baylor,1959-60,1960,2P_pct,0.4239191465468838,73.46938775510205
ernie-beck,Ernie Beck,1959-60,1960,2P_pct,0.3877551020408163,43.87755102040816
frank-ramsey,Frank Ramsey,1959-60,1960,2P_pct,0.3973634651600753,56.12244897959184
frank-selvy,Frank Selvy,1959-60,1960,2P_pct,0.3934740882917466,53.06122448979592
gary-alcorn,Gary Alcorn,1959-60,1960,2P_pct,0.2916666666666667,7.142857142857143
gene-conley,Gene Conley,1959-60,1960,2P_pct,0.37291280148423,31.632653061224488
gene-guarilia,Gene Guarilia,1959-60,1960,2P_pct,0.3766233766233766,35.204081632653065
gene-shue,Gene Shue,1959-60,1960,2P_pct,0.4130579613590939,67.34693877551021
george-yardley,George Yardley,1959-60,1960,2P_pct,0.4531120331950207,88.77551020408163
guy-rodgers,Guy Rodgers,1959-60,1960,2P_pct,0.3885057471264367,45.91836734693877
guy-sparrow,Guy Sparrow,1959-60,1960,2P_pct,0.3111111111111111,8.16326530612245
hal-greer,Hal Greer,1959-60,1960,2P_pct,0.4760736196319018,97.95918367346938
hot-rod-hundley,Hot Rod Hundley,1959-60,1960,2P_pct,0.3581943081452404,21.428571428571427
hub-reed,Hub Reed,1959-60,1960,2P_pct,0.4492512479201331,86.73469387755102
jack-george,Jack George,1959-60,1960,2P_pct,0.3846153846153846,42.3469387755102
jack-mcmahon,Jack McMahon,1959-60,1960,2P_pct,0.3548387096774194,17.346938775510203
jack-twyman,Jack Twyman,1959-60,1960,2P_pct,0.4217159476490548,70.40816326530613
jim-krebs,Jim Krebs,1959-60,1960,2P_pct,0.3917355371900826,50.0
jim-loscutoff,Jim Loscutoff,1959-60,1960,2P_pct,0.3219512195121951,10.204081632653061
jim-palmer,Jim Palmer,1959-60,1960,2P_pct,0.4285714285714285,78.57142857142857
jim-ray,Jim Ray,1959-60,1960,2P_pct,0.1666666666666666,3.061224489795918
joe-graboski,Joe Graboski,1959-60,1960,2P_pct,0.3722126929674099,29.591836734693878
joe-ruklick,Joe Ruklick,1959-60,1960,2P_pct,0.397196261682243,55.10204081632653
john-richter,John Richter,1959-60,1960,2P_pct,0.3403614457831325,14.285714285714286
johnny-green,Johnny Green,1959-60,1960,2P_pct,0.4465811965811966,85.71428571428571
johnny-mccarthy,Johnny McCarthy,1959-60,1960,2P_pct,0.3287671232876712,12.244897959183673
k-c-jones,K.C. Jones,1959-60,1960,2P_pct,0.4082125603864734,63.265306122448976
kenny-sears,Kenny Sears,1959-60,1960,2P_pct,0.4774044032444959,98.9795918367347
larry-costello,Larry Costello,1959-60,1960,2P_pct,0.4525547445255474,87.75510204081633
larry-foust,Larry Foust,1959-60,1960,2P_pct,0.4073107049608355,62.244897959183675
larry-staverman,Larry Staverman,1959-60,1960,2P_pct,0.4697986577181208,96.93877551020408
maurice-king,Maurice King,1959-60,1960,2P_pct,0.625,100.0
med-park,Med Park,1959-60,1960,2P_pct,0.3883161512027491,44.89795918367347
mike-farmer,Mike Farmer,1959-60,1960,2P_pct,0.3732394366197183,32.6530612244898
